id,user_id,subtotal,delivery_fee,tax,total,status,customer_name,address,phone,payment_method,created_at
SYN000847,12,2255.0,0.0,180.4,2435.4,delivered,Kabir Gupta,338 Koramangala,+91 9173195866,cash,2026-03-18T08:46:25.912Z
SYN000848,12,4625.0,0.0,370.0,4995.0,delivered,Kabir Gupta,92 Banjara Hills,+91 9735044401,card,2025-09-27T08:46:25.912Z
SYN000849,12,4421.0,0.0,353.68,4774.68,delivered,Kabir Gupta,169 MG Road,+91 8850478743,card,2025-08-27T08:46:25.912Z
SYN000850,12,1795.0,0.0,143.6,1938.6,delivered,Kabir Gupta,179 Brigade Road,+91 7725833752,upi,2026-07-11T08:46:25.912Z
SYN000851,12,3380.0,0.0,270.4,3650.4,delivered,Kabir Gupta,304 Brigade Road,+91 7454548723,card,2026-02-28T08:46:25.912Z
SYN000852,12,4984.0,0.0,398.72,5382.72,delivered,Kabir Gupta,446 Brigade Road,+91 9119351894,card,2026-05-21T08:46:25.912Z
SYN000853,12,4989.0,0.0,399.12,5388.12,delivered,Kabir Gupta,135 Salt Lake,+91 9066770272,card,2026-01-19T08:46:25.912Z
SYN000854,12,2855.0,0.0,228.4,3083.4,delivered,Kabir Gupta,333 Koramangala,+91 9006972635,upi,2026-03-10T08:46:25.912Z
SYN000855,12,4806.0,0.0,384.48,5190.48,delivered,Kabir Gupta,401 Gandhi Path,+91 7345662711,card,2025-08-30T08:46:25.912Z
SYN000856,12,4952.0,0.0,396.16,5348.16,delivered,Kabir Gupta,437 Salt Lake,+91 7636470688,cash,2026-04-16T08:46:25.912Z
SYN000857,12,3259.0,0.0,260.72,3519.72,delivered,Kabir Gupta,140 Laxmi Nagar,+91 9311199353,cash,2026-05-01T08:46:25.912Z
SYN000858,12,4016.0,0.0,321.28,4337.28,delivered,Kabir Gupta,408 Laxmi Nagar,+91 9402730227,card,2026-04-28T08:46:25.912Z
SYN000859,12,4287.0,0.0,342.96,4629.96,delivered,Kabir Gupta,131 Laxmi Nagar,+91 9600685448,card,2026-05-04T08:46:25.912Z
SYN000860,12,4297.0,0.0,343.76,4640.76,delivered,Kabir Gupta,95 Salt Lake,+91 8040613479,upi,2026-06-18T08:46:25.912Z
SYN000861,12,5031.0,0.0,402.48,5433.48,delivered,Kabir Gupta,165 Brigade Road,+91 9931537410,upi,2026-03-14T08:46:25.912Z
SYN000862,12,6595.0,0.0,527.6,7122.6,delivered,Kabir Gupta,44 Gandhi Path,+91 9304574152,cash,2026-07-25T08:46:25.912Z
SYN000863,12,4448.0,0.0,355.84,4803.84,delivered,Kabir Gupta,380 Gandhi Path,+91 9995657105,upi,2026-05-19T08:46:25.912Z
SYN000864,12,3929.0,0.0,314.32,4243.32,delivered,Kabir Gupta,180 Koramangala,+91 9332769640,card,2025-10-12T08:46:25.912Z
SYN000865,12,3257.0,0.0,260.56,3517.56,delivered,Kabir Gupta,121 Andheri West,+91 7375591362,cash,2025-11-23T08:46:25.912Z
SYN000866,12,3894.0,0.0,311.52,4205.52,delivered,Kabir Gupta,145 Koramangala,+91 8596782076,upi,2026-04-02T08:46:25.912Z
SYN000867,12,4480.0,0.0,358.4,4838.4,delivered,Kabir Gupta,368 Brigade Road,+91 9909539491,cash,2026-02-04T08:46:25.912Z
SYN000868,12,3662.0,0.0,292.96,3954.96,delivered,Kabir Gupta,58 Laxmi Nagar,+91 9632556689,cash,2026-04-25T08:46:25.912Z
SYN000869,12,6396.0,0.0,511.68,6907.68,delivered,Kabir Gupta,475 Banjara Hills,+91 8349345788,card,2025-10-13T08:46:25.912Z
SYN000870,12,4629.0,0.0,370.32,4999.32,delivered,Kabir Gupta,157 Park Street,+91 7932952892,upi,2026-02-15T08:46:25.912Z
SYN000871,12,3778.0,0.0,302.24,4080.24,delivered,Kabir Gupta,434 Nehru Nagar,+91 9480884036,upi,2026-07-04T08:46:25.912Z
SYN000872,12,3623.0,0.0,289.84,3912.84,delivered,Kabir Gupta,240 Brigade Road,+91 8378927632,upi,2026-03-20T08:46:25.912Z
SYN000873,12,2816.0,0.0,225.28,3041.28,delivered,Kabir Gupta,424 Park Street,+91 9070937051,upi,2026-01-15T08:46:25.912Z
SYN000874,12,2455.0,0.0,196.4,2651.4,delivered,Kabir Gupta,51 Koramangala,+91 9534057177,cash,2025-10-09T08:46:25.912Z
SYN000875,12,2292.0,0.0,183.36,2475.36,delivered,Kabir Gupta,82 MG Road,+91 7873513431,upi,2026-06-11T08:46:25.912Z
SYN000876,12,4641.0,0.0,371.28,5012.28,delivered,Kabir Gupta,132 Brigade Road,+91 9277431602,cash,2025-09-06T08:46:25.912Z
SYN000877,12,6363.0,0.0,509.04,6872.04,delivered,Kabir Gupta,132 Brigade Road,+91 9091350252,upi,2026-06-01T08:46:25.912Z
SYN000878,12,1927.0,0.0,154.16,2081.16,delivered,Kabir Gupta,286 MG Road,+91 7276493562,upi,2026-04-21T08:46:25.912Z
SYN000879,12,2855.0,0.0,228.4,3083.4,delivered,Kabir Gupta,378 MG Road,+91 9639699310,cash,2025-09-06T08:46:25.912Z
SYN000880,12,3730.0,0.0,298.4,4028.4,delivered,Kabir Gupta,45 Brigade Road,+91 9183023708,upi,2026-03-04T08:46:25.912Z
SYN000881,12,4383.0,0.0,350.64,4733.64,delivered,Kabir Gupta,373 Banjara Hills,+91 9064347129,upi,2025-09-20T08:46:25.912Z
SYN000882,12,3259.0,0.0,260.72,3519.72,delivered,Kabir Gupta,423 Banjara Hills,+91 9532610740,cash,2026-05-01T08:46:25.912Z
SYN000883,12,5240.0,0.0,419.2,5659.2,delivered,Kabir Gupta,428 Andheri West,+91 9921541425,card,2025-09-16T08:46:25.912Z
SYN000884,12,5553.0,0.0,444.24,5997.24,delivered,Kabir Gupta,17 Park Street,+91 7547691514,card,2025-11-15T08:46:25.912Z
SYN000885,13,1546.0,0.0,123.68,1669.68,delivered,Ananya Kumar,127 Park Street,+91 7273410753,upi,2026-01-01T08:46:25.912Z
SYN000886,13,2294.0,0.0,183.52,2477.52,delivered,Ananya Kumar,156 Laxmi Nagar,+91 8398186593,card,2026-04-08T08:46:25.912Z
SYN000887,13,1946.0,0.0,155.68,2101.68,delivered,Ananya Kumar,476 MG Road,+91 9591297829,card,2026-08-17T08:46:25.912Z
SYN000888,13,1631.0,0.0,130.48,1761.48,delivered,Ananya Kumar,443 Koramangala,+91 9144053383,upi,2025-10-25T08:46:25.912Z
SYN000889,13,1211.0,0.0,96.88,1307.88,delivered,Ananya Kumar,402 Brigade Road,+91 8789365287,card,2026-04-01T08:46:25.912Z
SYN000890,13,1444.0,0.0,115.52,1559.52,delivered,Ananya Kumar,310 Andheri West,+91 9858688462,card,2026-08-06T08:46:25.912Z
SYN000891,13,456.0,49.0,36.48,541.48,delivered,Ananya Kumar,323 Banjara Hills,+91 7617762133,card,2026-05-07T08:46:25.912Z
SYN000892,13,1434.0,0.0,114.72,1548.72,delivered,Ananya Kumar,17 MG Road,+91 8280950483,cash,2026-06-08T08:46:25.912Z
SYN000893,13,2431.0,0.0,194.48,2625.48,delivered,Ananya Kumar,419 Laxmi Nagar,+91 9624485294,upi,2026-08-08T08:46:25.912Z
SYN000894,13,1163.0,0.0,93.04,1256.04,delivered,Ananya Kumar,172 Salt Lake,+91 8567184330,upi,2026-01-16T08:46:25.912Z
SYN000895,13,845.0,0.0,67.6,912.6,delivered,Ananya Kumar,33 Banjara Hills,+91 7914773965,cash,2026-06-24T08:46:25.912Z
SYN000896,13,396.0,49.0,31.68,476.68,delivered,Ananya Kumar,132 Salt Lake,+91 9421875862,card,2025-12-16T08:46:25.912Z
SYN000897,13,1324.0,0.0,105.92,1429.92,delivered,Ananya Kumar,207 Salt Lake,+91 9755640792,cash,2025-09-16T08:46:25.912Z
SYN000898,13,1241.0,0.0,99.28,1340.28,delivered,Ananya Kumar,359 Gandhi Path,+91 8113092046,card,2025-10-17T08:46:25.912Z
SYN000899,13,1154.0,0.0,92.32,1246.32,delivered,Ananya Kumar,327 Park Street,+91 7782526902,card,2025-10-07T08:46:25.912Z
SYN000900,13,1194.0,0.0,95.52,1289.52,delivered,Ananya Kumar,43 Laxmi Nagar,+91 9617140116,cash,2026-06-19T08:46:25.912Z
SYN000901,13,1975.0,0.0,158.0,2133.0,delivered,Ananya Kumar,259 Banjara Hills,+91 7850251832,upi,2026-03-17T08:46:25.912Z
SYN000902,13,1493.0,0.0,119.44,1612.44,delivered,Ananya Kumar,102 MG Road,+91 9565249174,card,2026-07-27T08:46:25.912Z
SYN000903,13,1134.0,0.0,90.72,1224.72,delivered,Ananya Kumar,162 Koramangala,+91 8773052174,upi,2026-03-03T08:46:25.912Z
SYN000904,13,1673.0,0.0,133.84,1806.84,delivered,Ananya Kumar,368 Andheri West,+91 9777368538,card,2026-04-17T08:46:25.912Z
SYN000905,13,1884.0,0.0,150.72,2034.72,delivered,Ananya Kumar,479 MG Road,+91 9107456815,card,2026-08-09T08:46:25.912Z
SYN000906,14,4175.0,0.0,334.0,4509.0,delivered,Saanvi Bhat,404 Brigade Road,+91 9890450170,upi,2026-03-27T08:46:25.912Z
SYN000907,14,2724.0,0.0,217.92,2941.92,delivered,Saanvi Bhat,41 Banjara Hills,+91 9359932369,card,2026-01-09T08:46:25.912Z
SYN000908,14,3209.0,0.0,256.72,3465.72,delivered,Saanvi Bhat,263 Banjara Hills,+91 8683982394,card,2025-08-26T08:46:25.912Z
SYN000909,14,2235.0,0.0,178.8,2413.8,delivered,Saanvi Bhat,291 Laxmi Nagar,+91 8172913721,upi,2025-09-11T08:46:25.912Z
SYN000910,14,2412.0,0.0,192.96,2604.96,delivered,Saanvi Bhat,437 Koramangala,+91 7981312431,cash,2026-04-28T08:46:25.912Z
SYN000911,14,4038.0,0.0,323.04,4361.04,delivered,Saanvi Bhat,32 Park Street,+91 7240839760,card,2026-06-05T08:46:25.912Z
SYN000912,14,3171.0,0.0,253.68,3424.68,delivered,Saanvi Bhat,446 Laxmi Nagar,+91 9019885826,cash,2026-07-28T08:46:25.912Z
SYN000913,14,1347.0,0.0,107.76,1454.76,delivered,Saanvi Bhat,136 Laxmi Nagar,+91 8708992069,upi,2026-07-28T08:46:25.912Z
SYN000914,14,3577.0,0.0,286.16,3863.16,delivered,Saanvi Bhat,83 Park Street,+91 7557427468,cash,2025-11-03T08:46:25.912Z
SYN000915,14,3071.0,0.0,245.68,3316.68,delivered,Saanvi Bhat,191 Andheri West,+91 8602859611,upi,2025-12-30T08:46:25.912Z
SYN000916,14,1161.0,0.0,92.88,1253.88,delivered,Saanvi Bhat,466 Gandhi Path,+91 9712627540,card,2026-03-27T08:46:25.912Z
SYN000917,14,2916.0,0.0,233.28,3149.28,delivered,Saanvi Bhat,254 Banjara Hills,+91 9350772303,upi,2026-01-19T08:46:25.912Z
SYN000918,14,1751.0,0.0,140.08,1891.08,delivered,Saanvi Bhat,6 Nehru Nagar,+91 9446320741,cash,2026-01-07T08:46:25.912Z
SYN000919,14,1917.0,0.0,153.36,2070.36,delivered,Saanvi Bhat,310 Nehru Nagar,+91 8546051257,card,2026-02-22T08:46:25.912Z
SYN000920,14,5375.0,0.0,430.0,5805.0,delivered,Saanvi Bhat,359 Salt Lake,+91 9607763542,upi,2026-06-04T08:46:25.912Z
SYN000921,14,2687.0,0.0,214.96,2901.96,delivered,Saanvi Bhat,129 Koramangala,+91 9043375128,cash,2025-11-28T08:46:25.912Z
SYN000922,14,2804.0,0.0,224.32,3028.32,delivered,Saanvi Bhat,279 Salt Lake,+91 8797968592,upi,2026-04-11T08:46:25.912Z
SYN000923,14,2739.0,0.0,219.12,2958.12,delivered,Saanvi Bhat,241 Koramangala,+91 9984270524,card,2026-03-26T08:46:25.912Z
SYN000924,14,3302.0,0.0,264.16,3566.16,delivered,Saanvi Bhat,412 Koramangala,+91 7869953552,cash,2026-05-31T08:46:25.912Z
SYN000925,14,4408.0,0.0,352.64,4760.64,delivered,Saanvi Bhat,119 Park Street,+91 7365045065,cash,2026-07-21T08:46:25.912Z
SYN000926,14,2674.0,0.0,213.92,2887.92,delivered,Saanvi Bhat,329 Andheri West,+91 9958866030,card,2026-08-07T08:46:25.912Z
SYN000927,14,4433.0,0.0,354.64,4787.64,delivered,Saanvi Bhat,176 Koramangala,+91 7913047735,upi,2026-06-18T08:46:25.912Z
SYN000928,14,3768.0,0.0,301.44,4069.44,delivered,Saanvi Bhat,134 Banjara Hills,+91 8602096558,cash,2026-01-31T08:46:25.912Z
SYN000929,14,3924.0,0.0,313.92,4237.92,delivered,Saanvi Bhat,235 MG Road,+91 7372746688,card,2026-01-08T08:46:25.912Z
SYN000930,14,3298.0,0.0,263.84,3561.84,delivered,Saanvi Bhat,103 Banjara Hills,+91 7811135686,upi,2026-05-30T08:46:25.912Z
SYN000931,14,2618.0,0.0,209.44,2827.44,delivered,Saanvi Bhat,205 MG Road,+91 9568312768,upi,2026-06-30T08:46:25.912Z
SYN000932,14,3273.0,0.0,261.84,3534.84,delivered,Saanvi Bhat,141 Park Street,+91 8841851142,cash,2025-11-11T08:46:25.912Z
SYN000933,14,3584.0,0.0,286.72,3870.72,delivered,Saanvi Bhat,338 Nehru Nagar,+91 9427231120,cash,2025-12-29T08:46:25.912Z
SYN000934,14,3510.0,0.0,280.8,3790.8,delivered,Saanvi Bhat,136 Gandhi Path,+91 7593284820,cash,2026-06-29T08:46:25.912Z
SYN000935,14,3833.0,0.0,306.64,4139.64,delivered,Saanvi Bhat,373 Koramangala,+91 7976914859,card,2026-08-20T08:46:25.912Z
SYN000936,14,4457.0,0.0,356.56,4813.56,delivered,Saanvi Bhat,203 Koramangala,+91 8041258636,card,2026-08-08T08:46:25.912Z
SYN000937,14,4247.0,0.0,339.76,4586.76,delivered,Saanvi Bhat,226 MG Road,+91 9661723266,card,2025-09-18T08:46:25.912Z
SYN000938,14,2106.0,0.0,168.48,2274.48,delivered,Saanvi Bhat,54 Laxmi Nagar,+91 7798093977,cash,2026-08-05T08:46:25.912Z
SYN000939,14,2974.0,0.0,237.92,3211.92,delivered,Saanvi Bhat,23 MG Road,+91 8180214639,card,2026-05-26T08:46:25.912Z
SYN000940,14,3004.0,0.0,240.32,3244.32,delivered,Saanvi Bhat,151 Gandhi Path,+91 8456117794,card,2026-03-03T08:46:25.912Z
SYN000941,14,4237.0,0.0,338.96,4575.96,delivered,Saanvi Bhat,494 Brigade Road,+91 7390248012,card,2026-06-26T08:46:25.912Z
SYN000942,14,3318.0,0.0,265.44,3583.44,delivered,Saanvi Bhat,123 Nehru Nagar,+91 8238082523,card,2025-10-28T08:46:25.912Z
SYN000943,14,4121.0,0.0,329.68,4450.68,delivered,Saanvi Bhat,244 Gandhi Path,+91 8443310181,upi,2026-06-11T08:46:25.912Z
SYN000944,14,2635.0,0.0,210.8,2845.8,delivered,Saanvi Bhat,148 Koramangala,+91 7530881033,cash,2025-12-07T08:46:25.912Z
SYN000945,14,4161.0,0.0,332.88,4493.88,delivered,Saanvi Bhat,96 Salt Lake,+91 8870465365,cash,2025-12-12T08:46:25.912Z
SYN000946,14,1899.0,0.0,151.92,2050.92,delivered,Saanvi Bhat,283 MG Road,+91 7561182638,upi,2025-12-30T08:46:25.912Z
SYN000947,14,2535.0,0.0,202.8,2737.8,delivered,Saanvi Bhat,143 Brigade Road,+91 9258461965,card,2025-10-07T08:46:25.912Z
SYN000948,14,3612.0,0.0,288.96,3900.96,delivered,Saanvi Bhat,440 MG Road,+91 7415525699,upi,2025-09-28T08:46:25.912Z
SYN000949,14,2008.0,0.0,160.64,2168.64,delivered,Saanvi Bhat,145 Gandhi Path,+91 9920231755,upi,2026-08-04T08:46:25.912Z
SYN000950,14,2426.0,0.0,194.08,2620.08,delivered,Saanvi Bhat,213 Laxmi Nagar,+91 7081150987,cash,2026-04-15T08:46:25.912Z
SYN000951,14,3361.0,0.0,268.88,3629.88,delivered,Saanvi Bhat,428 Nehru Nagar,+91 9596572806,upi,2026-03-27T08:46:25.912Z
SYN000952,14,3341.0,0.0,267.28,3608.28,delivered,Saanvi Bhat,439 Andheri West,+91 9415132529,cash,2026-02-23T08:46:25.912Z
SYN000953,14,4049.0,0.0,323.92,4372.92,delivered,Saanvi Bhat,469 Nehru Nagar,+91 9231726328,card,2026-07-20T08:46:25.912Z
SYN000954,14,5308.0,0.0,424.64,5732.64,delivered,Saanvi Bhat,67 Park Street,+91 7298910460,cash,2026-08-01T08:46:25.912Z
SYN000955,14,3548.0,0.0,283.84,3831.84,delivered,Saanvi Bhat,135 Laxmi Nagar,+91 9804323808,card,2026-08-04T08:46:25.912Z
SYN000956,14,2784.0,0.0,222.72,3006.72,delivered,Saanvi Bhat,182 Brigade Road,+91 7494294926,card,2026-06-03T08:46:25.912Z
SYN000957,14,2408.0,0.0,192.64,2600.64,delivered,Saanvi Bhat,356 Laxmi Nagar,+91 8235425142,upi,2026-08-19T08:46:25.912Z
SYN000958,14,4851.0,0.0,388.08,5239.08,delivered,Saanvi Bhat,63 Nehru Nagar,+91 7781953838,card,2025-10-09T08:46:25.912Z
SYN000959,14,3730.0,0.0,298.4,4028.4,delivered,Saanvi Bhat,486 Nehru Nagar,+91 8514195120,upi,2025-12-16T08:46:25.912Z
SYN000960,14,4049.0,0.0,323.92,4372.92,delivered,Saanvi Bhat,134 Laxmi Nagar,+91 9005027526,upi,2025-09-05T08:46:25.912Z
SYN000961,14,2564.0,0.0,205.12,2769.12,delivered,Saanvi Bhat,212 Laxmi Nagar,+91 7443666319,cash,2026-06-22T08:46:25.912Z
SYN000962,14,1826.0,0.0,146.08,1972.08,delivered,Saanvi Bhat,190 Brigade Road,+91 9932721514,cash,2026-05-29T08:46:25.912Z
SYN000963,14,3740.0,0.0,299.2,4039.2,delivered,Saanvi Bhat,70 Nehru Nagar,+91 8049397046,card,2025-11-07T08:46:25.912Z
SYN000964,14,1577.0,0.0,126.16,1703.16,delivered,Saanvi Bhat,445 Andheri West,+91 8737769138,upi,2026-05-10T08:46:25.912Z
SYN000965,14,1199.0,0.0,95.92,1294.92,delivered,Saanvi Bhat,206 MG Road,+91 9860131503,card,2026-01-30T08:46:25.912Z
SYN000966,14,3589.0,0.0,287.12,3876.12,delivered,Saanvi Bhat,468 MG Road,+91 9051622212,card,2025-12-28T08:46:25.912Z
SYN000967,14,6277.0,0.0,502.16,6779.16,delivered,Saanvi Bhat,489 MG Road,+91 9311327486,card,2026-01-07T08:46:25.912Z
SYN000968,14,3335.0,0.0,266.8,3601.8,delivered,Saanvi Bhat,390 Banjara Hills,+91 9913495355,card,2026-01-24T08:46:25.912Z
SYN000969,14,3587.0,0.0,286.96,3873.96,delivered,Saanvi Bhat,4 MG Road,+91 8338849835,cash,2026-02-06T08:46:25.912Z
SYN000970,14,2828.0,0.0,226.24,3054.24,delivered,Saanvi Bhat,99 Laxmi Nagar,+91 9384531580,cash,2026-04-19T08:46:25.912Z
SYN000971,14,5111.0,0.0,408.88,5519.88,delivered,Saanvi Bhat,78 Andheri West,+91 8948121034,upi,2026-03-24T08:46:25.912Z
SYN000972,14,4051.0,0.0,324.08,4375.08,delivered,Saanvi Bhat,219 Laxmi Nagar,+91 7142371223,cash,2025-10-22T08:46:25.912Z
SYN000973,14,1978.0,0.0,158.24,2136.24,delivered,Saanvi Bhat,445 Salt Lake,+91 7622295777,card,2025-10-01T08:46:25.912Z
SYN000974,14,2714.0,0.0,217.12,2931.12,delivered,Saanvi Bhat,306 Salt Lake,+91 8383255712,card,2025-09-19T08:46:25.912Z
SYN000975,14,4804.0,0.0,384.32,5188.32,delivered,Saanvi Bhat,179 Banjara Hills,+91 9170873166,cash,2026-01-16T08:46:25.912Z
SYN000976,14,2550.0,0.0,204.0,2754.0,delivered,Saanvi Bhat,93 Nehru Nagar,+91 8655927930,card,2026-08-06T08:46:25.912Z
SYN000977,14,2289.0,0.0,183.12,2472.12,delivered,Saanvi Bhat,401 Koramangala,+91 8091528437,cash,2026-07-31T08:46:25.912Z
SYN000978,14,3121.0,0.0,249.68,3370.68,delivered,Saanvi Bhat,48 Nehru Nagar,+91 7646823322,upi,2025-11-16T08:46:25.912Z
SYN000979,14,4629.0,0.0,370.32,4999.32,delivered,Saanvi Bhat,398 Nehru Nagar,+91 7326981971,cash,2025-11-20T08:46:25.912Z
SYN000980,14,2833.0,0.0,226.64,3059.64,delivered,Saanvi Bhat,44 Brigade Road,+91 8795246768,cash,2026-04-19T08:46:25.912Z
SYN000981,14,4250.0,0.0,340.0,4590.0,delivered,Saanvi Bhat,201 Gandhi Path,+91 8105124840,card,2025-10-22T08:46:25.912Z
SYN000982,14,2295.0,0.0,183.6,2478.6,delivered,Saanvi Bhat,2 Park Street,+91 7997997730,cash,2026-01-20T08:46:25.912Z
SYN000983,14,3502.0,0.0,280.16,3782.16,delivered,Saanvi Bhat,136 Andheri West,+91 9641790015,card,2026-01-29T08:46:25.912Z
SYN000984,14,1638.0,0.0,131.04,1769.04,delivered,Saanvi Bhat,373 Brigade Road,+91 8450823763,cash,2026-02-14T08:46:25.912Z
SYN000985,14,3505.0,0.0,280.4,3785.4,delivered,Saanvi Bhat,154 Salt Lake,+91 8243848934,upi,2026-01-13T08:46:25.912Z
SYN000986,14,1888.0,0.0,151.04,2039.04,delivered,Saanvi Bhat,145 Park Street,+91 7739875081,card,2025-10-28T08:46:25.912Z
SYN000987,14,3609.0,0.0,288.72,3897.72,delivered,Saanvi Bhat,77 Park Street,+91 9590111351,card,2026-03-01T08:46:25.912Z
SYN000988,14,1939.0,0.0,155.12,2094.12,delivered,Saanvi Bhat,480 Andheri West,+91 9365413054,cash,2026-04-17T08:46:25.912Z
SYN000989,14,3965.0,0.0,317.2,4282.2,delivered,Saanvi Bhat,61 Gandhi Path,+91 8014791614,cash,2026-05-09T08:46:25.912Z
SYN000990,14,5890.0,0.0,471.2,6361.2,delivered,Saanvi Bhat,38 Laxmi Nagar,+91 8852367808,card,2026-07-13T08:46:25.912Z
SYN000991,14,5545.0,0.0,443.6,5988.6,delivered,Saanvi Bhat,8 Andheri West,+91 8990161985,upi,2026-06-26T08:46:25.912Z
SYN000992,14,4270.0,0.0,341.6,4611.6,delivered,Saanvi Bhat,470 Laxmi Nagar,+91 7526150120,card,2026-08-16T08:46:25.912Z
SYN000993,14,2467.0,0.0,197.36,2664.36,delivered,Saanvi Bhat,142 Gandhi Path,+91 7908889473,cash,2026-02-24T08:46:25.912Z
SYN000994,14,5206.0,0.0,416.48,5622.48,delivered,Saanvi Bhat,383 Andheri West,+91 7294237243,card,2025-12-21T08:46:25.912Z
SYN000995,14,2367.0,0.0,189.36,2556.36,delivered,Saanvi Bhat,478 MG Road,+91 9016625703,card,2026-02-16T08:46:25.912Z
SYN000996,14,5075.0,0.0,406.0,5481.0,delivered,Saanvi Bhat,343 Gandhi Path,+91 9303459849,cash,2026-05-06T08:46:25.912Z
SYN000997,14,1939.0,0.0,155.12,2094.12,delivered,Saanvi Bhat,258 Nehru Nagar,+91 9761932020,cash,2026-03-19T08:46:25.912Z
SYN000998,14,3284.0,0.0,262.72,3546.72,delivered,Saanvi Bhat,187 Andheri West,+91 7104616940,cash,2026-01-03T08:46:25.912Z
SYN000999,14,3137.0,0.0,250.96,3387.96,delivered,Saanvi Bhat,424 MG Road,+91 9359446129,cash,2025-12-26T08:46:25.912Z
SYN001000,14,1954.0,0.0,156.32,2110.32,delivered,Saanvi Bhat,46 Salt Lake,+91 8843329596,card,2025-10-11T08:46:25.912Z
SYN001001,14,3220.0,0.0,257.6,3477.6,delivered,Saanvi Bhat,221 Banjara Hills,+91 7889291187,card,2026-01-23T08:46:25.912Z
SYN001002,14,2389.0,0.0,191.12,2580.12,delivered,Saanvi Bhat,242 Banjara Hills,+91 7436286256,card,2025-08-29T08:46:25.912Z
SYN001003,14,3980.0,0.0,318.4,4298.4,delivered,Saanvi Bhat,81 Park Street,+91 8905357926,cash,2026-07-23T08:46:25.912Z
SYN001004,14,2381.0,0.0,190.48,2571.48,delivered,Saanvi Bhat,173 Brigade Road,+91 9429756638,card,2026-04-26T08:46:25.912Z
SYN001005,14,4020.0,0.0,321.6,4341.6,delivered,Saanvi Bhat,412 MG Road,+91 7872081419,cash,2026-06-27T08:46:25.912Z
SYN001006,14,1844.0,0.0,147.52,1991.52,delivered,Saanvi Bhat,180 Brigade Road,+91 7516156380,cash,2026-07-10T08:46:25.912Z
SYN001007,14,4865.0,0.0,389.2,5254.2,delivered,Saanvi Bhat,219 Andheri West,+91 9971586197,card,2026-05-02T08:46:25.912Z
SYN001008,14,6114.0,0.0,489.12,6603.12,delivered,Saanvi Bhat,187 Banjara Hills,+91 9391668966,card,2026-08-01T08:46:25.912Z
SYN001009,14,3041.0,0.0,243.28,3284.28,delivered,Saanvi Bhat,210 Banjara Hills,+91 7249860433,cash,2026-01-13T08:46:25.912Z
SYN001010,14,1560.0,0.0,124.8,1684.8,delivered,Saanvi Bhat,328 Brigade Road,+91 7308616311,card,2026-07-27T08:46:25.912Z
SYN001011,14,3857.0,0.0,308.56,4165.56,delivered,Saanvi Bhat,238 Koramangala,+91 9431762615,card,2025-12-18T08:46:25.912Z
SYN001012,14,3136.0,0.0,250.88,3386.88,delivered,Saanvi Bhat,487 Salt Lake,+91 7755093517,card,2026-02-14T08:46:25.912Z
SYN001013,14,2490.0,0.0,199.2,2689.2,delivered,Saanvi Bhat,184 Koramangala,+91 8282316146,upi,2025-11-15T08:46:25.912Z
SYN001014,14,4187.0,0.0,334.96,4521.96,delivered,Saanvi Bhat,171 Andheri West,+91 7461651158,cash,2026-06-04T08:46:25.912Z
SYN001015,14,3232.0,0.0,258.56,3490.56,delivered,Saanvi Bhat,129 Koramangala,+91 7246191199,card,2026-05-16T08:46:25.912Z
SYN001016,14,2613.0,0.0,209.04,2822.04,delivered,Saanvi Bhat,437 Gandhi Path,+91 8758238234,card,2025-08-26T08:46:25.912Z
SYN001017,14,1879.0,0.0,150.32,2029.32,delivered,Saanvi Bhat,243 Gandhi Path,+91 7762118149,upi,2026-08-20T08:46:25.912Z
SYN001018,14,1894.0,0.0,151.52,2045.52,delivered,Saanvi Bhat,396 Nehru Nagar,+91 8164263350,upi,2026-04-13T08:46:25.912Z
SYN001019,14,5881.0,0.0,470.48,6351.48,delivered,Saanvi Bhat,75 Gandhi Path,+91 8153972599,cash,2025-11-30T08:46:25.912Z
SYN001020,14,2991.0,0.0,239.28,3230.28,delivered,Saanvi Bhat,142 Banjara Hills,+91 9760113267,cash,2026-03-24T08:46:25.912Z
SYN001021,14,4091.0,0.0,327.28,4418.28,delivered,Saanvi Bhat,139 Koramangala,+91 7997078892,cash,2026-07-31T08:46:25.912Z
SYN001022,14,2657.0,0.0,212.56,2869.56,delivered,Saanvi Bhat,180 MG Road,+91 9000284179,card,2026-04-17T08:46:25.912Z
SYN001023,14,4487.0,0.0,358.96,4845.96,delivered,Saanvi Bhat,404 Laxmi Nagar,+91 9387459392,upi,2025-10-08T08:46:25.912Z
SYN001024,14,3038.0,0.0,243.04,3281.04,delivered,Saanvi Bhat,16 Salt Lake,+91 7445178440,upi,2026-07-16T08:46:25.912Z
SYN001025,14,4256.0,0.0,340.48,4596.48,delivered,Saanvi Bhat,299 Salt Lake,+91 9524943868,upi,2025-10-11T08:46:25.912Z
SYN001026,14,3860.0,0.0,308.8,4168.8,delivered,Saanvi Bhat,210 Gandhi Path,+91 8720943363,card,2026-07-20T08:46:25.912Z
SYN001027,14,2556.0,0.0,204.48,2760.48,delivered,Saanvi Bhat,86 Banjara Hills,+91 9748895946,cash,2026-03-02T08:46:25.912Z
SYN001028,14,3772.0,0.0,301.76,4073.76,delivered,Saanvi Bhat,450 Park Street,+91 9401119408,upi,2026-04-23T08:46:25.912Z
